id,title,company,location,city,state,description,requirements,salary,job_type,url,source,source_url,scraped_at,platform
Integritus Healthcare_6360494802038163892,UNIT MANAGER (RN/LPN),Integritus Healthcare,"Kimball Farms Nursing Care Center


Lenox, MA 01240, USA",Lenox,MA,"UNIT MANAGER (RN/LPN)
Jul 1, 2025
Job Category: Operations Group
Requisition Number: UNITM003085
Schedule: Full Time
Job Location Type: On-site

Kimball Farms Nursing Care Center


Lenox, MA 01240, USA



































+3 more
We are seeking a compassionate, organized, and experienced Unit Manager (RN/ LPN) to join our leadership team. This role oversees the clinical operations of two 18-bed units, ensuring the delivery of high-quality, person-centered care in a safe and suppor...","d Unit Manager (RN/ LPN) to join our leadership team. This role oversees the clinical operations of two 18-bed units, ensuring the delivery of high-quality, person-centered care in a safe and supportive environment. The Unit Manager (RN/ LPN) leads care plan meetings, supervises and supports caregivers, and facilitates interdisciplinary communication to promote optimal resident outcomes. The role includes active participation in quality assurance initiatives and regulatory compliance efforts. Th...",Salary not specified,Full-time,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=36342629-69ad-40a5-b0a2-f4893b486e3e,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T02:40:53.043339,ultipro
Integritus Healthcare_5045570421085974846,CLINICAL REIMBURSEMENT COORDINATOR-RN,Integritus Healthcare,"Hunt Skilled Nursing


Danvers, MA 01923, USA",Danvers,MA,"CLINICAL REIMBURSEMENT COORDINATOR-RN
Jun 30, 2025
Job Category: Administration Group
Requisition Number: CLINI003173
Schedule: Full Time
Job Location Type: On-site

Hunt Skilled Nursing


Danvers, MA 01923, USA





The primary purpose of this position is to manage all aspects of the MDS process including Medicare and long term care assessments, scheduling and completion. Works closely with clinical and administrative staff regarding Medicare admissions. Responsible for resident chart audits an...","ed Nursing Danvers, MA 01923, USA The primary purpose of this position is to manage all aspects of the MDS process including Medicare and long term care assessments, scheduling and completion. Works closely with clinical and administrative staff regarding Medicare admissions. Responsible for resident chart audits and reports to Nursing Administration.",Salary not specified,Full-time,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=0534d059-5e9a-45bd-94d3-9a2327a2b197,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T02:40:54.638069,ultipro
Integritus Healthcare_5458855917941410281,MEDICAL RECORDS COORDINATOR,Integritus Healthcare,"Mt. Greylock Extended Care Facility


Pittsfield, MA 01201, USA",Pittsfield,MA,"MEDICAL RECORDS COORDINATOR
Jun 30, 2025
Job Category: Operations Group
Requisition Number: MEDIC003163
Schedule: Full Time
Job Location Type: On-site

Mt. Greylock Extended Care Facility


Pittsfield, MA 01201, USA





Under the general supervision of the Administrator, and in compliance with all applicable organizational policies, standards and regulatory requirements, the individual is responsible for maintaining medical records to document history, treatments and orders, and to identify, co...",", the individual is responsible for maintaining medical records to document history, treatments and orders, and to identify, compile, abstract and code patient data using standard classification systems.",Salary not specified,Full-time,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=08dd089a-9b66-4f28-8914-818b095cb4e3,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T02:40:56.117988,ultipro
Integritus Healthcare_1374973246674909517,Cook,Integritus Healthcare,"Pittsfield. MA


Pittsfield, MA 01201, USA",Pittsfield,MA,"Cook
Jun 27, 2025
Job Category: Operations Group
Requisition Number: COOK0003170
Schedule: Full Time
Job Location Type: On-site

Pittsfield. MA


Pittsfield, MA 01201, USA















+1 more
The primary function of this position is to assist the Food Service Director in planning, organizing, developing and directing the comprehensive operation of the dietary department. Following current local, state and federal guidelines and regulations, as well as established policies and procedures and a...",Requirements not specified,Salary not specified,Full-time,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=3d7a8948-1ca0-4f65-aa0a-547a1a316db5,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T02:40:57.749479,ultipro
Integritus Healthcare_7514658001596960547,DIET AIDE- Per Diem,Integritus Healthcare,"Kimball Farms Nursing Care Center


Lenox, MA 01240, USA",Lenox,MA,"DIET AIDE- Per Diem
Jun 25, 2025
Job Category: Operations Group
Requisition Number: DIETA003168
Schedule: Part Time
Job Location Type: On-site

Kimball Farms Nursing Care Center


Lenox, MA 01240, USA





Summary: The Dietary Aide provides assistance in all dietary functions as directed/instructed and in accordance with established dietary policies and procedures.",Requirements not specified,Salary not specified,Part-time,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=b835f11b-2449-4286-af44-8437d4ec5e3e,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T02:40:59.652151,ultipro
Integritus Healthcare_2558879787752412262,ACTIVITIES AIDE,Integritus Healthcare,"Windsor Skilled Nursing


South Yarmouth, MA 02664, USA",South Yarmouth,MA,"ACTIVITIES AIDE
Jun 25, 2025
Job Category: Operations Group
Requisition Number: ACTIV002850
Schedule: Part Time

Windsor Skilled Nursing


South Yarmouth, MA 02664, USA





Great opportunity to get paid to have fun! Activities Aides help to encourage socialization, provide entertainment, lead groups and more! Training is provided. Activities Aides help to encourage socialization, provide entertainment, relaxation and fulfillment, and improve daily living skills.","ed Nursing South Yarmouth, MA 02664, USA Great opportunity to get paid to have fun! Activities Aides help to encourage socialization, provide entertainment, lead groups and more! Training is provided. Activities Aides help to encourage socialization, provide entertainment, relaxation and fulfillment, and improve daily living skills.",Salary not specified,Part-time,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=7f150839-db19-407d-9127-657f938af958,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T02:41:02.197681,ultipro
Integritus Healthcare_1286143359196629484,LICENSED SOC WORKER,Integritus Healthcare,"Hathaway Manor


New Bedford, MA 02740, USA",New Bedford,MA,"LICENSED SOC WORKER
Jun 25, 2025
Job Category: Administration Group
Requisition Number: LICEN003167
Schedule: Full Time
Job Location Type: On-site

Hathaway Manor


New Bedford, MA 02740, USA





Come join this collaborative and innovated team. At Integritus Healthcare you will enjoy WEEKLY pay, generous time off, exceptional health insurance and the ability to grow in your career. Integritus Healthcare wants you! Do you want to be valued and have an opportunity to make a meaningful impact? If ...",Requirements not specified,",",Full-time,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=9c5d7993-0ef9-471c-9d37-9329c6074ab3,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T02:41:04.011094,ultipro
Integritus Healthcare_7161498018016586784,LICENSED SOCIAL WORKER,Integritus Healthcare,"Hillcrest Commons


Pittsfield, MA 01201, USA",Pittsfield,MA,"LICENSED SOCIAL WORKER
Jun 25, 2025
Job Category: Operations Group
Requisition Number: LICEN003166
Schedule: Full Time

Hillcrest Commons


Pittsfield, MA 01201, USA





The purpose of this position is to provide initial psychosocial evaluations, ongoing psychosocial counseling, direct casework services, bereavement services and community education, outreach and referrals. Responsible for the delivery of varied social work services to hospice patients and families and actively participate as a ...",Requirements not specified,Salary not specified,Full-time,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=38d585c8-c1e6-4801-b608-dfa0f3edbe23,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T02:41:05.729133,ultipro
Integritus Healthcare_5023849992758980255,LICENSED SOC WORKER,Integritus Healthcare,"Charlene Manor


Greenfield, MA 01301, USA",Greenfield,MA,"LICENSED SOC WORKER
Jun 24, 2025
Job Category: Operations Group
Requisition Number: LICEN003155
Schedule: Full Time
Job Location Type: On-site

Charlene Manor


Greenfield, MA 01301, USA





Come join a new leadership team that is led by a strong, seasoned professional administrator and Director of Nursing. You could be part of a collaborative, energetic fun team that validates and supports each other through the good and the tough. If you want to be part of our team and you want to enjoy excel...",Requirements not specified,",",Full-time,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=e53d7a6c-0334-4246-aa1d-4d4adaae7816,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T02:41:07.345498,ultipro
Integritus Healthcare_877253619531745683,WARD CLERK,Integritus Healthcare,"Charlene Manor


Greenfield, MA 01301, USA",Greenfield,MA,"WARD CLERK
Jun 24, 2025
Job Category: Administration Group
Requisition Number: WARDC003165
Schedule: Full Time

Charlene Manor


Greenfield, MA 01301, USA





Do you enjoy working in a high paced, exciting work environment? Well, welcome the Charlene Manor's Rehab Unit! The primary purpose of this position is to maintain medical records in accordance with federal and state guidelines, and in accordance with our policies and procedures, to assure that a complete medical records program is mainta...",Requirements not specified,Salary not specified,Full-time,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=a05f1a94-30e4-4def-a84a-414895b0e55a,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T02:41:09.503194,ultipro
Hometown Nannies_4776826091048487671,"NANNY/Family Assistant, WEEKENDS (Sat & Sun 8-10 hours) & 2 WEEKDAYS| Boy (6), Boy (4), and Girl (1) | Flexible Schedule",Hometown Nannies,"NAN, NY",NAN,NY,"NANNY/Family Assistant, WEEKENDS (Sat & Sun 8-10 hours) & 2 WEEKDAYS| Boy (6), Boy (4), and Girl (1) | Flexible Schedule
Hometown Nannies Plus LLC Hybrid Household Staffing",Requirements not specified,Salary not specified,Full-time,,Hometown Nannies,https://hometownnannies.com/job-board/,2025-07-11T04:18:57.832566,custom
Hometown Nannies_2568050712601466106,Now Hiring: Part-Time Household Manager/Housekeeper| Nanny | 2 Children age 12 & 15 and Family Dog. | 30-35hr a Week | Competitive Salary,Hometown Nannies,"Ti, ME",Ti,ME,"Now Hiring: Part-Time Household Manager/Housekeeper| Nanny | 2 Children age 12 & 15 and Family Dog. | 30-35hr a Week | Competitive Salary
Hometown Nannies Plus LLC Hybrid Household Staffing",Requirements not specified,Salary not specified,Part-time,,Hometown Nannies,https://hometownnannies.com/job-board/,2025-07-11T04:18:59.656478,custom
Hometown Nannies_1927096712869805377,Nanny/Family Assistant | M-F -2PM – 7PM | Boy 10 and Girl 6 | $30-$35/HR | Start ASAP!,Hometown Nannies,"Nan, NY",Nan,NY,"Nanny/Family Assistant | M-F -2PM – 7PM | Boy 10 and Girl 6 | $30-$35/HR | Start ASAP!
Hometown Nannies Plus LLC Hybrid Household Staffing",Requirements not specified,$30-$35,Full-time,,Hometown Nannies,https://hometownnannies.com/job-board/,2025-07-11T04:19:01.273346,custom
Hometown Nannies_978381381099522091,"Nanny – Family Assistant | Mon-Fri (35+hours) | 3 boys (4 years, 2 years, 3 months) Mom is hands on with the kids so we need a team-player $30-$35/hr. June 16th start.|",Hometown Nannies,"Nan, NY",Nan,NY,"Nanny – Family Assistant | Mon-Fri (35+hours) | 3 boys (4 years, 2 years, 3 months) Mom is hands on with the kids so we need a team-player $30-$35/hr. June 16th start.|
Hometown Nannies Plus LLC Hybrid Household Staffing",Requirements not specified,$30-$35/hr,Full-time,,Hometown Nannies,https://hometownnannies.com/job-board/,2025-07-11T04:19:03.049425,custom
Hometown Nannies_4487464588361317318,"Weekend, or Every Other Weekend, CNA/HHA| Sat and Sun 9:30AM-8:00PM (flexible) + 16 overnights | |$30-$35/hr. | ASAP",Hometown Nannies,"Weekend, OR",Weekend,OR,"Weekend, or Every Other Weekend, CNA/HHA| Sat and Sun 9:30AM-8:00PM (flexible) + 16 overnights | |$30-$35/hr. | ASAP
Hometown Nannies Plus LLC Hybrid Household Staffing",Requirements not specified,$30-$35/hr,Full-time,,Hometown Nannies,https://hometownnannies.com/job-board/,2025-07-11T04:19:04.630920,custom
