title,company,location,category,salary_min,salary_max,job_type,quality_score,posted_date,application_url,requirements
"Patient Care Assistant","Hartford Hospital","Danbury, CT","cna",40228,47715,"per-diem",86,"2025-06-11","https://careers.hartfordhospital.org/job/941473","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Patient Care Technician","Middlesex Hospital","Milford, CT","cna",38605,54865,"per-diem",90,"2025-06-20","https://www.ziprecruiter.com/c/Middlesex-Hospital/Jobs/366578","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Patient Care Technician","St. Francis Hospital","Meriden, CT","cna",39449,45643,"contract",98,"2025-06-11","https://careers.st.francishospital.org/job/982490","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Nursing Assistant","Charlotte Hungerford Hospital","Providence, RI","cna",44373,54849,"part-time",86,"2025-06-21","https://healthcarejobs.com/ct/charlotte-hungerford-hospital/90096","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Unit Secretary","Hospital of Central Connecticut","Middletown, CT","cna",44785,53194,"part-time",96,"2025-06-15","https://www.indeed.com/viewjob?jk=3925498585483663","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Patient Care Technician","Danbury Hospital","Danbury, CT","cna",38578,51124,"contract",89,"2025-06-16","https://healthcarejobs.com/ct/danbury-hospital/32717","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Patient Care Assistant","Hospital of Central Connecticut","Bristol, CT","cna",46799,54070,"contract",89,"2025-06-09","https://www.ziprecruiter.com/c/Hospital-of-Central-Connecticut/Jobs/726651","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Nursing Assistant","Hospital of Central Connecticut","Norwich, CT","cna",43156,50690,"contract",78,"2025-06-13","https://www.glassdoor.com/job-listing/nursing-assistant-hospital-of-central-connecticut-JV_IC6207686.htm","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Medical Assistant","Day Kimball Hospital","White Plains, NY","cna",44149,50357,"contract",96,"2025-06-11","https://jobs.daykimballhospital.com/apply/41762","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Healthcare Assistant","Norwalk Hospital","Stamford, CT","cna",44352,53461,"contract",85,"2025-06-10","https://careers.norwalkhospital.org/job/644443","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"CNA - Certified Nursing Assistant","Danbury Hospital","Milford, CT","cna",40489,52610,"full-time",96,"2025-06-19","https://careers.danburyhospital.net/opportunities/2717","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"CNA - Certified Nursing Assistant","Danbury Hospital","Providence, RI","cna",45963,51525,"per-diem",86,"2025-06-10","https://careers.danburyhospital.net/opportunities/1295","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Patient Care Assistant","Hospital of Central Connecticut","Yonkers, NY","cna",40611,50092,"contract",87,"2025-06-20","https://healthcarejobs.com/ct/hospital-of-central-connecticut/92948","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Nursing Assistant","Connecticut Children's Medical Center","Yonkers, NY","cna",40366,49682,"contract",87,"2025-06-19","https://careers.connecticutchildrensmedicalcenter.org/job/750741","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"CNA - Certified Nursing Assistant","Stamford Hospital","New Britain, CT","cna",45372,50444,"per-diem",86,"2025-06-11","https://careers.stamfordhospital.net/opportunities/4695","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Nursing Assistant","Backus Hospital","New Britain, CT","cna",41716,50453,"per-diem",90,"2025-06-11","https://www.indeed.com/viewjob?jk=4786529206350515","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"CNA - Certified Nursing Assistant","Connecticut Children's Medical Center","White Plains, NY","cna",39062,54975,"full-time",94,"2025-06-14","https://careers.connecticutchildrensmedicalcenter.org/job/642493","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Patient Care Technician","Stamford Hospital","Bristol, CT","cna",43221,50023,"full-time",94,"2025-06-13","https://careers.stamfordhospital.org/job/462573","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"CNA - Certified Nursing Assistant","Stamford Hospital","Norwich, CT","cna",44564,51139,"full-time",96,"2025-06-12","https://www.ziprecruiter.com/c/Stamford-Hospital/Jobs/436498","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Healthcare Assistant","Connecticut Children's Medical Center","Norwalk, CT","cna",43991,49434,"per-diem",93,"2025-06-22","https://careers.connecticutchildrensmedicalcenter.org/job/711373","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Patient Care Assistant","Yale New Haven Hospital","West Haven, CT","cna",39055,47807,"contract",95,"2025-06-20","https://healthcarejobs.com/ct/yale-new-haven-hospital/20505","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
"Nursing Assistant","Yale New Haven Health System","New Britain, CT","cna",40864,46528,"contract",84,"2025-06-20","https://jobs.yalenewhavenhealthsystem.com/apply/78599","• Valid Connecticut CNA certification | • High school diploma or equivalent | • Previous healthcare experience preferred | • Strong interpersonal and communication skills | • Ability to work flexible schedules including weekends"
